Actual Price,Predicted Price
60000000,29498000.0
36000000,58540000.0
29000000,28683333.33333333
42000000,48433333.33333333
21000000,21350000.0
75000000,68900000.0
68000000,59760000.0
31000000,24736666.66666667
90000000,102530000.0
12000000,15551000.0
72000000,97236666.66666669
37000000,43820000.0
53000000,64766666.66666667
19000000,20518000.0
50000000,37120000.0
25000000,48550000.0
28000000,27042500.0
13000000,9864333.333333332
30000000,43870000.0
58000000,57815000.0
28000000,28132959.17970918
76000000,64130000.0
75000000,49310000.0
28000000,35350000.0
230000000,186390000.0
22000000,23435000.0
27000000,41016500.0
25000000,25904000.0
120000000,114380476.19047621
29000000,23368833.33333333
34000000,46230000.0
50000000,43790000.0
20000000,34000000.0
11000000,10511000.0
140000000,167700000.0
110000000,136230000.0
24000000,21803857.14285714
150000000,144600000.0
66000000,58000000.0
35000000,38428499.99999999
80000000,73837666.66666667
30000000,25083333.33333333
29000000,29420000.0
52000000,32840000.0
39000000,43480000.0
19000000,25620000.0
73000000,56235833.33333334
35000000,32596000.0
95000000,91797500.0
33000000,24868000.0
35000000,31898000.0
32000000,27020000.0
140000000,131646962.46563898
110000000,146230000.0
60000000,65692500.0
220000000,265233333.3333333
78000000,69670000.0
190000000,199230000.0
54000000,55055333.33333334
23000000,17651333.333333332
8500000,9106666.666666668
57000000,70394000.0
29000000,25231190.476190478
25000000,48550000.0
90000000,91068333.33333331
150000000,165360000.0
26000000,24830000.0
54000000,60100000.0
17000000,29253333.33333333
40000000,45927500.0
120000000,129700966.81096682
49000000,46910000.0
41000000,66670000.0
51000000,51105000.0
25000000,29660000.0
33000000,44676666.66666666
70000000,75694619.04761906
51000000,42280000.0
60000000,63840000.0
32000000,29546666.66666667
70000000,78580000.0
97000000,89856861.1111111
72000000,69595000.0
460000000,312800000.0
55000000,41377845.23809524
83000000,70670000.0
87000000,59360000.0
49000000,52580000.0
75000000,114910000.0
47000000,35552500.0
65000000,59270000.0
110000000,90530000.0
45000000,40899000.0
25000000,28210000.0
41000000,40305000.0
34000000,46670000.0
25000000,29741595.23809524
24000000,25422000.0
